Address,City,State,Zip,Date_Incident,Jurisdiction,Incident_Tract,Zone,UCR_Incident_Code,Incident_Description,Incident_Type,Case_Number,Case_Status,Case_Status_Description,Latitude,Longitude,Location,citydst
1800 Gunbarrel Rd,Chattanooga,TN,37421,07/13/2018 11:03:00 AM,TN0330100,C8,Charlie N,23D,Theft From Buildings,Part 1 Crimes,18-068127,3,Pending/Possible Leads,35.024532,-85.159517,POINT (-85.159517 35.024532),4
6500 Shallowford Rd,Chattanooga,TN,37421,07/13/2018 10:46:00 AM,TN0330100,C6,Charlie N,23D,Theft From Buildings,Part 1 Crimes,18-066032,3,Pending/Possible Leads,35.04846,-85.17298699999999,POINT (-85.172987 35.04846),6
7400 Commons Blvd,Chattanooga,TN,37421,07/13/2018 09:40:00 AM,TN0330100,C7,Charlie N,23F,Theft From Motor Vehicle,Part 1 Crimes,18-066022,2,Cleared by Arrest,35.0361,-85.147292,POINT (-85.147292 35.0361),4
1900 Union Ave,Chattanooga,TN,37404,07/13/2018 08:00:00 AM,TN0330100,B5,Baker S,23G,Theft Of Motor Vehicle Parts Or Accessories,Part 1 Crimes,18-066244,3,Pending/Possible Leads,35.032676,-85.27457799999999,POINT (-85.274578 35.032676),9
4900 Woodland View Cir,Chattanooga,TN,37410,07/13/2018 08:00:00 AM,TN0330100,A12,Adam S,220,Burglary/Breaking And Entering,Part 1 Crimes,18-066218,3,Pending/Possible Leads,34.992661,-85.30763900000001,POINT (-85.307639 34.992661),7
4400 Brainerd Rd,Chattanooga,TN,37411,07/13/2018 06:00:00 AM,TN0330100,C2,Charlie S,23H,All Other Larceny,Part 1 Crimes,18-065987,3,Pending/Possible Leads,35.014928,-85.233396,POINT (-85.233396 35.014928),6
6100 Highway 58,Chattanooga,TN,37341,07/13/2018 04:30:00 AM,TN0330100,C5,Charlie N,23F,Theft From Motor Vehicle,Part 1 Crimes,18-066083,3,Pending/Possible Leads,35.120672,-85.123636,POINT (-85.123636 35.120672),6
2100 E 13th St,Chattanooga,TN,37404,07/13/2018 04:15:00 AM,TN0330100,B5,Baker S,220,Burglary/Breaking And Entering,Part 1 Crimes,18-065961,3,Pending/Possible Leads,35.027115,-85.274681,POINT (-85.274681 35.027115),8
100 Dal Brown Rd,Chattanooga,TN,37405,07/13/2018 04:00:00 AM,TN0330100,A5,Adam N,23D,Theft From Buildings,Part 1 Crimes,18-066091,3,Pending/Possible Leads,35.099078,-85.333964,POINT (-85.333964 35.099078),1
200 Riverfront Pkwy,Chattanooga,TN,37402,07/13/2018 02:00:00 AM,TN0330100,A7,Adam S,23H,All Other Larceny,Part 1 Crimes,18-066111,3,Pending/Possible Leads,35.0554082,-85.317885,POINT (-85.317885 35.0554082),7
3500 Ohls Ave,Chattanooga,TN,37410,07/13/2018 01:30:00 AM,TN0330100,A11,Adam S,240,Motor Vehicle Theft,Part 1 Crimes,18-065995,4,Inactive/Suspended,35.009481,-85.313911,POINT (-85.313911 35.009481),7
4800 16th Ave,Chattanooga,TN,37407,07/13/2018 12:09:00 AM,TN0330100,B9,Baker S,23F,Theft From Motor Vehicle,Part 1 Crimes,18-065762,3,Pending/Possible Leads,34.986735,-85.28334,POINT (-85.28334 34.986735),7
2600 Crescent Club Dr,Chattanooga,TN,37343,07/13/2018 12:01:00 AM,TN0330100,A2,Adam N,23H,All Other Larceny,Part 1 Crimes,18-066190,3,Pending/Possible Leads,35.120882,-85.222311,POINT (-85.222311 35.120882),3
2300 Rossville Blvd,Chattanooga,TN,37408,07/13/2018 12:01:00 AM,TN0330100,B6,Baker S,240,Motor Vehicle Theft,Part 1 Crimes,18-067739,2,Cleared by Arrest,35.024067,-85.29784000000001,POINT (-85.29784 35.024067),8
2300 Glass St,Chattanooga,TN,37406,07/12/2018 11:55:00 PM,TN0330100,B2,Baker N,23D,Theft From Buildings,Part 1 Crimes,18-066021,3,Pending/Possible Leads,35.064584,-85.25267099999999,POINT (-85.252671 35.064584),9
1600 S Beech St,Chattanooga,TN,37404,07/12/2018 11:21:00 PM,TN0330100,B6,Baker S,23H,All Other Larceny,Part 1 Crimes,18-065827,3,Pending/Possible Leads,35.024741,-85.27933999999999,POINT (-85.27934 35.024741),8
4600 Mission Rd,Chattanooga,TN,37411,07/12/2018 11:00:00 PM,TN0330100,C2,Charlie S,23F,Theft From Motor Vehicle,Part 1 Crimes,18-066049,3,Pending/Possible Leads,35.018544999999996,-85.22973300000001,POINT (-85.229733 35.018545),5
200 Northgate Mall Dr,Chattanooga,TN,37415,07/12/2018 08:41:00 PM,TN0330100,A2,Adam N,23C,Shoplifting,Part 1 Crimes,18-065870,3,Pending/Possible Leads,35.130658,-85.240116,POINT (-85.240116 35.130658),3
2500 De Sales Ave,Chattanooga,TN,37404,07/12/2018 08:35:00 PM,TN0330100,B4,Baker N,23F,Theft From Motor Vehicle,Part 1 Crimes,18-065864,3,Pending/Possible Leads,35.041241,-85.260758,POINT (-85.260758 35.041241),9
400 N Hawthorne St,Chattanooga,TN,37404,07/12/2018 07:35:00 PM,TN0330100,B4,Baker N,240,Motor Vehicle Theft,Part 1 Crimes,18-065853,2,Cleared by Arrest,35.043067,-85.27339500000001,POINT (-85.273395 35.043067),8
1900 Gunbarrel Rd,Chattanooga,TN,37421,07/12/2018 07:30:00 PM,TN0330100,C7,Charlie N,23F,Theft From Motor Vehicle,Part 1 Crimes,18-065871,3,Pending/Possible Leads,35.028237999999995,-85.157461,POINT (-85.157461 35.028238),4
7400 Commons Blvd,Chattanooga,TN,37421,07/12/2018 07:30:00 PM,TN0330100,C7,Charlie N,23F,Theft From Motor Vehicle,Part 1 Crimes,18-066016,3,Pending/Possible Leads,35.034791,-85.145875,POINT (-85.145875 35.034791),4
6200 Perimeter Dr,Chattanooga,TN,37421,07/12/2018 07:00:00 PM,TN0330100,C4,Charlie S,23F,Theft From Motor Vehicle,Part 1 Crimes,18-065851,3,Pending/Possible Leads,35.028566,-85.183007,POINT (-85.183007 35.028566),6
7400 Commons Blvd,Chattanooga,TN,37421,07/12/2018 07:00:00 PM,TN0330100,C7,Charlie N,23F,Theft From Motor Vehicle,Part 1 Crimes,18-065857,3,Pending/Possible Leads,35.033465,-85.147107,POINT (-85.147107 35.033465),4
4600 Fairwood Ln,Chattanooga,TN,37416,07/12/2018 06:00:00 PM,TN0330100,C5,Charlie N,23H,All Other Larceny,Part 1 Crimes,18-065807,3,Pending/Possible Leads,35.083084,-85.19502999999999,POINT (-85.19503 35.083084),5
4000 Mayfair Ave,Chattanooga,TN,37411,07/12/2018 05:30:00 PM,TN0330100,C2,Charlie S,23H,All Other Larceny,Part 1 Crimes,18-066746,4,Inactive/Suspended,35.013432,-85.240134,POINT (-85.240134 35.013432),6
7400 Commons Blvd,Chattanooga,TN,37421,07/12/2018 03:40:00 PM,TN0330100,C7,Charlie N,23C,Shoplifting,Part 1 Crimes,18-065764,2,Cleared by Arrest,35.036196,-85.146477,POINT (-85.146477 35.036196),4
1500 Taylor St,Chattanooga,TN,37406,07/12/2018 03:00:00 PM,TN0330100,B2,Baker N,23D,Theft From Buildings,Part 1 Crimes,18-066023,3,Pending/Possible Leads,35.052131,-85.259637,POINT (-85.259637 35.052131),9
00 Station St,Chattanooga,TN,37408,07/12/2018 02:40:00 PM,TN0330100,A9,Adam S,23H,All Other Larceny,Part 1 Crimes,18-065740,2,Cleared by Arrest,35.036959,-85.30685600000001,POINT (-85.306856 35.036959),8
2100 Hamilton Place Blvd,Chattanooga,TN,37421,07/12/2018 01:50:00 PM,TN0330100,C7,Charlie N,23C,Shoplifting,Part 1 Crimes,18-065731,3,Pending/Possible Leads,35.034804,-85.15824599999999,POINT (-85.158246 35.034804),4
2000 Gunbarrel Rd,Chattanooga,TN,37421,07/12/2018 01:00:00 PM,TN0330100,C7,Charlie N,23C,Shoplifting,Part 1 Crimes,18-065720,2,Cleared by Arrest,35.033235999999995,-85.151513,POINT (-85.151513 35.033236),4
5700 Lee Hwy,Chattanooga,TN,37421,07/12/2018 01:00:00 PM,TN0330100,C4,Charlie S,240,Motor Vehicle Theft,Part 1 Crimes,18-069734,4,Inactive/Suspended,35.019940999999996,-85.202379,POINT (-85.202379 35.019941),5
2100 Robbins St,Chattanooga,TN,37404,07/12/2018 12:41:00 PM,TN0330100,B3,Baker N,220,Burglary/Breaking And Entering,Part 1 Crimes,18-065686,3,Pending/Possible Leads,35.046467,-85.26486100000001,POINT (-85.264861 35.046467),8
2100 Hamilton Place Blvd,Chattanooga,TN,37421,07/12/2018 11:00:00 AM,TN0330100,C7,Charlie N,23C,Shoplifting,Part 1 Crimes,18-065713,3,Pending/Possible Leads,35.035115999999995,-85.15810499999999,POINT (-85.158105 35.035116),4
2100 E 12th St,Chattanooga,TN,37404,07/12/2018 11:00:00 AM,TN0330100,B5,Baker S,220,Burglary/Breaking And Entering,Part 1 Crimes,18-065760,3,Pending/Possible Leads,35.02641,-85.275746,POINT (-85.275746 35.02641),8
2800 S Orchard Knob Ave,Chattanooga,TN,37407,07/12/2018 09:56:00 AM,TN0330100,B7,Baker S,23F,Theft From Motor Vehicle,Part 1 Crimes,18-065654,3,Pending/Possible Leads,35.012025,-85.28741099999999,POINT (-85.287411 35.012025),7
2300 Ocoee St,Chattanooga,TN,37406,07/12/2018 09:55:00 AM,TN0330100,B2,Baker N,23F,Theft From Motor Vehicle,Part 1 Crimes,18-065651,3,Pending/Possible Leads,35.05467599999999,-85.258672,POINT (-85.258672 35.054676),9
3700 Hemingway Dr,Chattanooga,TN,37406,07/12/2018 09:18:00 AM,TN0330100,C1,Charlie S,23G,Theft Of Motor Vehicle Parts Or Accessories,Part 1 Crimes,18-065643,3,Pending/Possible Leads,35.051993,-85.228322,POINT (-85.228322 35.051993),5
4000 S Access Rd,Chattanooga,TN,37406,07/12/2018 08:00:00 AM,TN0330100,B1,Baker N,23H,All Other Larceny,Part 1 Crimes,18-070692,3,Pending/Possible Leads,35.084984999999996,-85.215145,POINT (-85.215145 35.084985),5
400 Booth Rd,Chattanooga,TN,37411,07/12/2018 08:00:00 AM,TN0330100,C2,Charlie S,220,Burglary/Breaking And Entering,Part 1 Crimes,18-065672,3,Pending/Possible Leads,35.030805,-85.244296,POINT (-85.244296 35.030805),9
700 Signal Mountain Rd,Chattanooga,TN,37405,07/12/2018 08:00:00 AM,TN0330100,A5,Adam N,240,Motor Vehicle Theft,Part 1 Crimes,18-066752,4,Inactive/Suspended,35.098235,-85.328621,POINT (-85.328621 35.098235),1
4000 Webb Rd,Chattanooga,TN,37416,07/12/2018 07:16:00 AM,TN0330100,C5,Charlie N,23F,Theft From Motor Vehicle,Part 1 Crimes,18-065610,3,Pending/Possible Leads,35.095780999999995,-85.18960100000001,POINT (-85.189601 35.095781),3
5700 Lee Hwy,Chattanooga,TN,37421,07/12/2018 06:45:00 AM,TN0330100,C4,Charlie S,240,Motor Vehicle Theft,Part 1 Crimes,18-065721,4,Inactive/Suspended,35.018336,-85.202086,POINT (-85.202086 35.018336),6
5400 Highway 153,Chattanooga,TN,37343,07/12/2018 05:45:00 AM,TN0330100,A1,Adam N,23F,Theft From Motor Vehicle,Part 1 Crimes,18-065824,3,Pending/Possible Leads,35.138143,-85.245045,POINT (-85.245045 35.138143),3
1300 E 3rd St,Chattanooga,TN,37404,07/12/2018 01:00:00 AM,TN0330100,B4,Baker N,23H,All Other Larceny,Part 1 Crimes,18-065729,3,Pending/Possible Leads,35.043084,-85.28004,POINT (-85.28004 35.043084),8
3700 Thrushwood Dr,Chattanooga,TN,37415,07/11/2018 11:30:00 PM,TN0330100,A3,Adam N,23D,Theft From Buildings,Part 1 Crimes,18-065543,3,Pending/Possible Leads,35.116388,-85.28173000000001,POINT (-85.28173 35.116388),2
1200 E 3rd St,Chattanooga,TN,37404,07/11/2018 09:38:00 PM,TN0330100,B4,Baker N,23H,All Other Larceny,Part 1 Crimes,18-065505,3,Pending/Possible Leads,35.043436,-85.282768,POINT (-85.282768 35.043436),8
2000 S Orchard Knob Ave,Chattanooga,TN,37404,07/11/2018 09:00:00 PM,TN0330100,B6,Baker S,23G,Theft Of Motor Vehicle Parts Or Accessories,Part 1 Crimes,18-065702,3,Pending/Possible Leads,35.021466,-85.284144,POINT (-85.284144 35.021466),8
2200 Hamilton Place Blvd,Chattanooga,TN,37421,07/11/2018 09:00:00 PM,TN0330100,C7,Charlie N,23F,Theft From Motor Vehicle,Part 1 Crimes,18-065685,3,Pending/Possible Leads,35.035398,-85.153736,POINT (-85.153736 35.035398),4
5900 Brainerd Rd,Chattanooga,TN,37421,07/11/2018 08:55:00 PM,TN0330100,C4,Charlie S,23H,All Other Larceny,Part 1 Crimes,18-065493,3,Pending/Possible Leads,35.014584,-85.209865,POINT (-85.209865 35.014584),6
100 Aster Ave,Chattanooga,TN,37419,07/11/2018 08:26:00 PM,TN0330100,A13,Adam S,23F,Theft From Motor Vehicle,Part 1 Crimes,18-065483,3,Pending/Possible Leads,35.018388,-85.370546,POINT (-85.370546 35.018388),1
1100 W Mississippi Ave,Chattanooga,TN,37405,07/11/2018 08:00:00 PM,TN0330100,A4,Adam N,220,Burglary/Breaking And Entering,Part 1 Crimes,18-068498,3,Pending/Possible Leads,35.07337,-85.30097400000001,POINT (-85.300974 35.07337),2
2700 Rossville Blvd,Chattanooga,TN,37404,07/11/2018 07:15:00 PM,TN0330100,B7,Baker S,23D,Theft From Buildings,Part 1 Crimes,18-065476,2,Cleared by Arrest,35.015659,-85.294179,POINT (-85.294179 35.015659),8
2000 Union Ave,Chattanooga,TN,37404,07/11/2018 07:15:00 PM,TN0330100,B5,Baker S,23F,Theft From Motor Vehicle,Part 1 Crimes,18-065467,3,Pending/Possible Leads,35.03107,-85.274382,POINT (-85.274382 35.03107),9
500 Forest Ave,Chattanooga,TN,37405,07/11/2018 05:55:00 PM,TN0330100,A4,Adam N,23H,All Other Larceny,Part 1 Crimes,18-065439,3,Pending/Possible Leads,35.067236,-85.30507200000001,POINT (-85.305072 35.067236),2
1300 Gunbarrel Rd,Chattanooga,TN,37421,07/11/2018 05:35:00 PM,TN0330100,C8,Charlie N,23H,All Other Larceny,Part 1 Crimes,18-065433,3,Pending/Possible Leads,35.012879,-85.165755,POINT (-85.165755 35.012879),6
5600 Brainerd Rd,Chattanooga,TN,37411,07/11/2018 05:25:00 PM,TN0330100,C3,Charlie S,23F,Theft From Motor Vehicle,Part 1 Crimes,18-065425,3,Pending/Possible Leads,35.009066000000004,-85.214906,POINT (-85.214906 35.009066),6
5700 Highway 153,Chattanooga,TN,37343,07/11/2018 04:20:00 PM,TN0330100,A1,Adam N,23C,Shoplifting,Part 1 Crimes,18-065403,2,Cleared by Arrest,35.153237,-85.24561700000001,POINT (-85.245617 35.153237),3
1100 Mccallie Ave,Chattanooga,TN,37404,07/11/2018 04:15:00 PM,TN0330100,B4,Baker N,23H,All Other Larceny,Part 1 Crimes,18-065401,2,Cleared by Arrest,35.042527,-85.283637,POINT (-85.283637 35.042527),8
6900 Lee Hwy,Chattanooga,TN,37421,07/11/2018 04:10:00 PM,TN0330100,C6,Charlie N,23C,Shoplifting,Part 1 Crimes,18-065398,2,Cleared by Arrest,35.045289000000004,-85.163178,POINT (-85.163178 35.045289),6
2000 Gunbarrel Rd,Chattanooga,TN,37421,07/11/2018 04:00:00 PM,TN0330100,C7,Charlie N,240,Motor Vehicle Theft,Part 1 Crimes,18-065391,I,Closed,35.031928,-85.15505200000001,POINT (-85.155052 35.031928),4
1600 Bennett Ave,Chattanooga,TN,37404,07/11/2018 03:00:00 PM,TN0330100,B5,Baker S,23G,Theft Of Motor Vehicle Parts Or Accessories,Part 1 Crimes,18-065711,3,Pending/Possible Leads,35.031638,-85.281142,POINT (-85.281142 35.031638),9
5900 Hwy 153,Chattanooga,TN,37343,07/11/2018 02:30:00 PM,TN0330100,A1,Adam N,23C,Shoplifting,Part 1 Crimes,18-065365,2,Cleared by Arrest,35.164915400000005,-85.24902900000001,POINT (-85.249029 35.1649154),3
2600 Avalon Hl,Chattanooga,TN,37415,07/11/2018 02:00:00 PM,TN0330100,A3,Adam N,23G,Theft Of Motor Vehicle Parts Or Accessories,Part 1 Crimes,18-065350,3,Pending/Possible Leads,35.090506,-85.293849,POINT (-85.293849 35.090506),2
800 N Holtzclaw Ave,Chattanooga,TN,37404,07/11/2018 01:30:00 PM,TN0330100,B3,Baker N,23D,Theft From Buildings,Part 1 Crimes,18-065405,3,Pending/Possible Leads,35.050474,-85.276662,POINT (-85.276662 35.050474),8
5900 Brainerd Rd,Chattanooga,TN,37421,07/11/2018 12:47:00 PM,TN0330100,C4,Charlie S,23D,Theft From Buildings,Part 1 Crimes,18-065318,3,Pending/Possible Leads,35.018327,-85.204646,POINT (-85.204646 35.018327),6
4300 Brainerd Rd,Chattanooga,TN,37411,07/11/2018 12:22:00 PM,TN0330100,C2,Charlie S,220,Burglary/Breaking And Entering,Part 1 Crimes,18-065288,3,Pending/Possible Leads,35.015279,-85.235202,POINT (-85.235202 35.015279),6
6200 Vance Rd,Chattanooga,TN,37421,07/11/2018 12:00:00 PM,TN0330100,C4,Charlie S,220,Burglary/Breaking And Entering,Part 1 Crimes,18-067870,3,Pending/Possible Leads,35.034291,-85.18569,POINT (-85.18569 35.034291),6
2400 Commerce St,Chattanooga,TN,37408,07/11/2018 12:00:00 PM,TN0330100,B6,Baker S,23H,All Other Larceny,Part 1 Crimes,18-065631,3,Pending/Possible Leads,35.022159,-85.29447,POINT (-85.29447 35.022159),8
3500 Cummings Hwy,Chattanooga,TN,37419,07/11/2018 11:45:00 AM,TN0330100,A13,Adam S,23C,Shoplifting,Part 1 Crimes,18-065302,3,Pending/Possible Leads,35.017126000000005,-85.37454799999999,POINT (-85.374548 35.017126),1
3100 Hamill Rd,Chattanooga,TN,37343,07/11/2018 10:30:00 AM,TN0330100,A2,Adam N,220,Burglary/Breaking And Entering,Part 1 Crimes,18-065338,3,Pending/Possible Leads,35.13082,-85.210257,POINT (-85.210257 35.13082),3
100 Sequoia Dr,Chattanooga,TN,37411,07/11/2018 10:26:00 AM,TN0330100,C2,Charlie S,220,Burglary/Breaking And Entering,Part 1 Crimes,18-065263,3,Pending/Possible Leads,35.017396999999995,-85.233785,POINT (-85.233785 35.017397),5
9000 Lee Hwy,Chattanooga,TN,37363,07/11/2018 10:09:00 AM,TN0330100,C9,Charlie N,23G,Theft Of Motor Vehicle Parts Or Accessories,Part 1 Crimes,18-065259,3,Pending/Possible Leads,35.086580000000005,-85.06523100000001,POINT (-85.065231 35.08658),6
200 S Lovell Ave,Chattanooga,TN,37411,07/11/2018 09:00:00 AM,TN0330100,C3,Charlie S,220,Burglary/Breaking And Entering,Part 1 Crimes,18-065299,3,Pending/Possible Leads,35.007742,-85.230454,POINT (-85.230454 35.007742),6
4500 Hixson Pike,Chattanooga,TN,37343,07/11/2018 05:30:00 AM,TN0330100,A3,Adam N,23H,All Other Larceny,Part 1 Crimes,18-065224,3,Pending/Possible Leads,35.120746000000004,-85.245355,POINT (-85.245355 35.120746),3
200 Frazier Ave,Chattanooga,TN,37402,07/11/2018 03:34:00 AM,TN0330100,A7,Adam S,220,Burglary/Breaking And Entering,Part 1 Crimes,18-065242,3,Pending/Possible Leads,35.0617231,-85.30592299999999,POINT (-85.305923 35.0617231),2
1800 S Willow St,Chattanooga,TN,37404,07/11/2018 03:30:00 AM,TN0330100,B6,Baker S,220,Burglary/Breaking And Entering,Part 1 Crimes,18-065440,3,Pending/Possible Leads,35.022374,-85.278738,POINT (-85.278738 35.022374),8
6800 Lee Hwy,Chattanooga,TN,37421,07/11/2018 01:30:00 AM,TN0330100,C6,Charlie N,240,Motor Vehicle Theft,Part 1 Crimes,18-065749,2,Cleared by Arrest,35.040459999999996,-85.166316,POINT (-85.166316 35.04046),6
6800 Lee Hwy,Chattanooga,TN,37421,07/11/2018 01:30:00 AM,TN0330100,C6,Charlie N,23F,Theft From Motor Vehicle,Part 1 Crimes,18-065735,3,Pending/Possible Leads,35.042179,-85.166385,POINT (-85.166385 35.042179),6
5600 Crestview Dr,Chattanooga,TN,37343,07/10/2018 09:00:00 PM,TN0330100,A1,Adam N,240,Motor Vehicle Theft,Part 1 Crimes,18-065234,4,Inactive/Suspended,35.152021,-85.262287,POINT (-85.262287 35.152021),3
4500 Highway 58,Chattanooga,TN,37416,07/10/2018 08:31:00 PM,TN0330100,C5,Charlie N,23C,Shoplifting,Part 1 Crimes,18-065082,2,Cleared by Arrest,35.083079,-85.197006,POINT (-85.197006 35.083079),5
6100 Mountain View Rd,Chattanooga,TN,37363,07/10/2018 08:20:00 PM,TN0330100,C9,Charlie N,23F,Theft From Motor Vehicle,Part 1 Crimes,18-065088,3,Pending/Possible Leads,35.094170000000005,-85.061936,POINT (-85.061936 35.09417),6
300 Northgate Mall Dr,Chattanooga,TN,37415,07/10/2018 08:04:00 PM,TN0330100,A2,Adam N,23C,Shoplifting,Part 1 Crimes,18-065462,3,Pending/Possible Leads,35.129329999999996,-85.239863,POINT (-85.239863 35.12933),3
6300 Hixson Pike,Chattanooga,TN,37343,07/10/2018 08:00:00 PM,TN0330100,A1,Adam N,23F,Theft From Motor Vehicle,Part 1 Crimes,18-065408,3,Pending/Possible Leads,35.153675,-85.197689,POINT (-85.197689 35.153675),3
400 Greenway View Dr,Chattanooga,TN,37411,07/10/2018 07:20:00 PM,TN0330100,C3,Charlie S,23C,Shoplifting,Part 1 Crimes,18-065072,3,Pending/Possible Leads,35.009993,-85.204086,POINT (-85.204086 35.009993),6
400 Greenway View Dr,Chattanooga,TN,37411,07/10/2018 07:00:00 PM,TN0330100,C3,Charlie S,23C,Shoplifting,Part 1 Crimes,18-065078,2,Cleared by Arrest,35.008583,-85.20514700000001,POINT (-85.205147 35.008583),6
4600 Central Ave,Chattanooga,TN,37410,07/10/2018 06:57:00 PM,TN0330100,A12,Adam S,240,Motor Vehicle Theft,Part 1 Crimes,18-065084,2,Cleared by Arrest,35.002774,-85.31205,POINT (-85.31205 35.002774),7
4600 Central Ave,Chattanooga,TN,37410,07/10/2018 06:57:00 PM,TN0330100,A12,Adam S,23F,Theft From Motor Vehicle,Part 1 Crimes,18-065084,2,Cleared by Arrest,35.002432000000006,-85.312579,POINT (-85.312579 35.002432),7
1100 Carter St,Chattanooga,TN,37402,07/10/2018 06:32:00 PM,TN0330100,A9,Adam S,23F,Theft From Motor Vehicle,Part 1 Crimes,18-065060,3,Pending/Possible Leads,35.043121000000006,-85.312776,POINT (-85.312776 35.043121),7
1200 Leaside Ln,Chattanooga,TN,37343,07/10/2018 06:00:00 PM,TN0330100,A1,Adam N,23F,Theft From Motor Vehicle,Part 1 Crimes,18-065254,3,Pending/Possible Leads,35.160468,-85.203692,POINT (-85.203692 35.160468),3
7200 Aventine Way,Chattanooga,TN,37421,07/10/2018 06:00:00 PM,TN0330100,C8,Charlie N,240,Motor Vehicle Theft,Part 1 Crimes,18-065329,4,Inactive/Suspended,35.017103999999996,-85.169061,POINT (-85.169061 35.017104),6
4200 Shallowford Rd,Chattanooga,TN,37411,07/10/2018 05:30:00 PM,TN0330100,C1,Charlie S,240,Motor Vehicle Theft,Part 1 Crimes,18-065047,2,Cleared by Arrest,35.044861,-85.217002,POINT (-85.217002 35.044861),5
5700 Hwy 58,Chattanooga,TN,37341,07/10/2018 05:30:00 PM,TN0330100,C5,Charlie N,23F,Theft From Motor Vehicle,Part 1 Crimes,18-065087,3,Pending/Possible Leads,35.11046,-85.139882,POINT (-85.139882 35.11046),6
1300 E 23rd St,Chattanooga,TN,37404,07/10/2018 04:33:00 PM,TN0330100,B6,Baker S,23F,Theft From Motor Vehicle,Part 1 Crimes,18-065068,3,Pending/Possible Leads,35.022509,-85.291004,POINT (-85.291004 35.022509),8
4700 Murray Hills Dr,Chattanooga,TN,37416,07/10/2018 03:46:00 PM,TN0330100,C5,Charlie N,240,Motor Vehicle Theft,Part 1 Crimes,18-064987,4,Inactive/Suspended,35.093779,-85.20189400000001,POINT (-85.201894 35.093779),3
7000 Shallowford Rd,Chattanooga,TN,37421,07/10/2018 03:29:00 PM,TN0330100,C9,Charlie N,23H,All Other Larceny,Part 1 Crimes,18-064978,3,Pending/Possible Leads,35.043544,-85.158244,POINT (-85.158244 35.043544),6
2200 Hickory Valley Rd,Chattanooga,TN,37421,07/10/2018 02:48:00 PM,TN0330100,C6,Charlie N,220,Burglary/Breaking And Entering,Part 1 Crimes,18-064952,3,Pending/Possible Leads,35.044043,-85.16951399999999,POINT (-85.169514 35.044043),6
4600 Florida Ave,Chattanooga,TN,37409,07/10/2018 02:32:00 PM,TN0330100,A12,Adam S,23G,Theft Of Motor Vehicle Parts Or Accessories,Part 1 Crimes,18-064962,3,Pending/Possible Leads,34.996449000000005,-85.32716500000001,POINT (-85.327165 34.996449),7
1100 N Moore Rd,Chattanooga,TN,37411,07/10/2018 02:09:00 PM,TN0330100,C2,Charlie S,23D,Theft From Buildings,Part 1 Crimes,18-064948,3,Pending/Possible Leads,35.031444,-85.219497,POINT (-85.219497 35.031444),5
8300 Hamilton Oaks Dr,Chattanooga,TN,37421,07/10/2018 02:00:00 PM,TN0330100,C8,Charlie N,23F,Theft From Motor Vehicle,Part 1 Crimes,18-068000,3,Pending/Possible Leads,34.994168,-85.144916,POINT (-85.144916 34.994168),4
1300 N Holtzclaw Ave,Chattanooga,TN,37406,07/10/2018 01:53:00 PM,TN0330100,B3,Baker N,23H,All Other Larceny,Part 1 Crimes,18-066052,3,Pending/Possible Leads,35.054159,-85.270288,POINT (-85.270288 35.054159),8
2900 Morgan Ave,Chattanooga,TN,37404,07/10/2018 01:44:00 PM,TN0330100,B7,Baker S,240,Motor Vehicle Theft,Part 1 Crimes,18-064909,4,Inactive/Suspended,35.014525,-85.296774,POINT (-85.296774 35.014525),8
1700 Pine Needles Trl,Chattanooga,TN,37421,07/10/2018 12:45:00 PM,TN0330100,C8,Charlie N,23F,Theft From Motor Vehicle,Part 1 Crimes,18-064931,3,Pending/Possible Leads,35.012899999999995,-85.12459,POINT (-85.12459 35.0129),4
600 Talley Rd,Chattanooga,TN,37411,07/10/2018 12:08:00 PM,TN0330100,C2,Charlie S,23G,Theft Of Motor Vehicle Parts Or Accessories,Part 1 Crimes,18-064900,3,Pending/Possible Leads,35.029149,-85.23313900000001,POINT (-85.233139 35.029149),5
100 Masters Rd,Chattanooga,TN,37343,07/10/2018 11:05:00 AM,TN0330100,A1,Adam N,23H,All Other Larceny,Part 1 Crimes,18-064942,3,Pending/Possible Leads,35.156071,-85.214142,POINT (-85.214142 35.156071),3
300 E Martin Luther King Blvd,Chattanooga,TN,37403,07/10/2018 10:51:00 AM,TN0330100,A9,Adam S,23D,Theft From Buildings,Part 1 Crimes,18-064870,2,Cleared by Arrest,35.043353,-85.304957,POINT (-85.304957 35.043353),8
