Address,City,State,Zip,Date_Incident,Jurisdiction,Incident_Tract,Zone,UCR_Incident_Code,Incident_Description,Incident_Type,Case_Number,Case_Status,Case_Status_Description,Latitude,Neighborhood,Longitude,Location,citydst
2100 Hamilton Place Blvd,Chattanooga,TN,37421,6/16/2019 15:20,TN0330100,C7,Charlie N,23C,Shoplifting,Part 1 Crimes,19-058617,2,Cleared by Arrest,35.034585,,-85.158816,POINT (-85.158816 35.034585),4
4900 Highway 58,Chattanooga,TN,37416,6/16/2019 17:30,TN0330100,C5,Charlie N,23C,Shoplifting,Part 1 Crimes,19-058656,3,Pending/Possible Leads,35.093273,,-85.18088,POINT (-85.18088 35.093273),3
1200 Cypress Street Ct,Chattanooga,TN,37402,6/16/2019 17:54,TN0330100,A6,Adam S,90J,Trespass Of Real Property,Part 2 Crimes,19-058655,2,Cleared by Arrest,35.044097,,-85.317622,POINT (-85.317622 35.044097),7
2000 E 13th St,Chattanooga,TN,37404,6/16/2019 19:54,TN0330100,B5,Baker S,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,19-058693,3,Pending/Possible Leads,35.027268,Highland Park,-85.278661,POINT (-85.278661 35.027268),8
6200 Hixson Pike,Chattanooga,TN,37343,6/16/2019 20:20,TN0330100,A2,Adam N,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,19-058701,3,Pending/Possible Leads,35.150882,,-85.200405,POINT (-85.200405 35.150882),3
500 N Parkdale Ave,Chattanooga,TN,37411,6/16/2019 20:43,TN0330100,C2,Charlie S,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,19-058710,3,Pending/Possible Leads,35.020889,,-85.228363,POINT (-85.228363 35.020889),5
600 W 45th St,Chattanooga,TN,37410,6/16/2019 21:18,TN0330100,A12,Adam S,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,19-058716,3,Pending/Possible Leads,35.00116,Southside Chatt,-85.320644,POINT (-85.320644 35.00116),7
2300 E 35th St,Chattanooga,TN,37407,6/16/2019 21:30,TN0330100,B8,Baker S,220,Burglary/Breaking And Entering,Part 1 Crimes,19-058725,3,Pending/Possible Leads,35.003191,East Lake,-85.284992,POINT (-85.284992 35.003191),7
1000 Mississippi Ave,Chattanooga,TN,37405,6/16/2019 22:00,TN0330100,A4,Adam N,26A,False Pretense/Swindle/Confidence Game,Part 1 Crimes,19-058746,3,Pending/Possible Leads,35.068074,,-85.295131,POINT (-85.295131 35.068074),2
1800 Chestnut St,Chattanooga,TN,37408,6/16/2019 23:00,TN0330100,A10,Adam S,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,19-059606,3,Pending/Possible Leads,35.035148,,-85.314422,POINT (-85.314422 35.035148),7
600 Valley Bridge Rd,Chattanooga,TN,37415,6/17/2019 0:00,TN0330100,A5,Adam N,26C,Impersonation,Part 1 Crimes,19-059602,3,Pending/Possible Leads,35.115874,,-85.30707,POINT (-85.30707 35.115874),1
00 Tunnel Blvd,Chattanooga,TN,37411,6/17/2019 1:17,TN0330100,A2,Adam N,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,19-058792,2,Cleared by Arrest,35.027205,,-85.247508,POINT (-85.247508 35.027205),9
1500 Hickory Valley Rd,Chattanooga,TN,37421,6/17/2019 2:30,TN0330100,C4,Charlie S,220,Burglary/Breaking And Entering,Part 1 Crimes,19-058831,2,Cleared by Arrest,35.025558,,-85.181981,POINT (-85.181981 35.025558),6
5500 Highway 153,Chattanooga,TN,37343,6/17/2019 3:00,TN0330100,A1,Adam N,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,19-058817,3,Pending/Possible Leads,35.143712,,-85.248248,POINT (-85.248248 35.143712),3
3500 Cummings Hwy,Chattanooga,TN,37419,6/17/2019 6:14,TN0330100,A13,Adam S,220,Burglary/Breaking And Entering,Part 1 Crimes,19-058894,3,Pending/Possible Leads,35.017694,,-85.373107,POINT (-85.373107 35.017694),1
1100 Tunnel Blvd,Chattanooga,TN,37411,6/17/2019 7:45,TN0330100,C1,Charlie S,13C,Intimidation,Part 1 Crimes,19-058859,3,Pending/Possible Leads,35.042477,North Brainerd,-85.237878,POINT (-85.237878 35.042477),9
100 Glenwood Dr,Chattanooga,TN,37404,6/17/2019 8:35,TN0330100,B4,Baker N,90J,Trespass Of Real Property,Part 2 Crimes,19-058853,2,Cleared by Arrest,35.031961,Ridgedale,-85.264335,POINT (-85.264335 35.031961),9
6200 Lee Hwy,Chattanooga,TN,37421,6/17/2019 8:46,TN0330100,C4,Charlie S,26E,Wire/Computer/Other Electronic Manipulation,Part 1 Crimes,19-058860,3,Pending/Possible Leads,35.024012,,-85.184578,POINT (-85.184578 35.024012),6
100 Signal Hills Dr,Chattanooga,TN,37405,6/17/2019 10:00,TN0330100,A5,Adam N,220,Burglary/Breaking And Entering,Part 1 Crimes,19-059846,3,Pending/Possible Leads,35.099362,,-85.331862,POINT (-85.331862 35.099362),1
6300 Bonny Oaks Dr,Chattanooga,TN,37416,6/17/2019 11:20,TN0330100,C6,Charlie N,26E,Wire/Computer/Other Electronic Manipulation,Part 1 Crimes,19-058897,3,Pending/Possible Leads,35.073471,,-85.174986,POINT (-85.174986 35.073471),5
1700 E 23rd St,Chattanooga,TN,37404,6/17/2019 12:15,TN0330100,B6,Baker S,26A,False Pretense/Swindle/Confidence Game,Part 1 Crimes,19-058902,3,Pending/Possible Leads,35.019991,Oak Grove,-85.285209,POINT (-85.285209 35.019991),8
1800 Gunbarrel Rd,Chattanooga,TN,37421,6/17/2019 12:30,TN0330100,C8,Charlie N,23C,Shoplifting,Part 1 Crimes,19-058919,2,Cleared by Arrest,35.024394,,-85.155349,POINT (-85.155349 35.024394),4
1900 Northpoint Blvd,Chattanooga,TN,37343,6/17/2019 14:33,TN0330100,A1,Adam N,23C,Shoplifting,Part 1 Crimes,19-059267,3,Pending/Possible Leads,35.137875,,-85.243116,POINT (-85.243116 35.137875),3
1900 Northpoint Blvd,Chattanooga,TN,37343,6/17/2019 14:33,TN0330100,A1,Adam N,90J,Trespass Of Real Property,Part 2 Crimes,19-059267,3,Pending/Possible Leads,35.137584,,-85.243386,POINT (-85.243386 35.137584),3
2900 Calhoun Ave,Chattanooga,TN,37407,6/17/2019 15:00,TN0330100,B7,Baker S,220,Burglary/Breaking And Entering,Part 1 Crimes,19-059206,3,Pending/Possible Leads,35.011845,Clifton Hills,-85.295582,POINT (-85.295582 35.011845),8
900 Gateway Ave,Chattanooga,TN,37402,6/17/2019 16:56,TN0330100,A6,Adam S,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,19-059016,3,Pending/Possible Leads,35.045945,,-85.318858,POINT (-85.318858 35.045945),7
800 Moss St,Chattanooga,TN,37411,6/17/2019 17:05,TN0330100,C1,Charlie S,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,19-059059,3,Pending/Possible Leads,35.041121,Eastdale,-85.244717,POINT (-85.244717 35.041121),9
3200 Clio Ave,Chattanooga,TN,37407,6/17/2019 17:50,TN0330100,B7,Baker S,23F,Theft From Motor Vehicle,Part 1 Crimes,19-059040,3,Pending/Possible Leads,35.007522,East Lake,-85.291675,POINT (-85.291675 35.007522),7
2100 Hamilton Place Blvd,Chattanooga,TN,37421,6/17/2019 20:00,TN0330100,C7,Charlie N,26B,Fraud Credit Card/Automated Teller Machines,Part 1 Crimes,19-059727,3,Pending/Possible Leads,35.034535,,-85.159666,POINT (-85.159666 35.034535),4
800 E 48th St,Chattanooga,TN,37410,6/17/2019 21:00,TN0330100,A12,Adam S,13C,Intimidation,Part 1 Crimes,19-059099,3,Pending/Possible Leads,34.993098,Alton Park/ Piney Woods,-85.303752,POINT (-85.303752 34.993098),7
1600 E 23rd St,Chattanooga,TN,37406,6/17/2019 21:30,TN0330100,B6,Baker S,23C,Shoplifting,Part 1 Crimes,19-059106,2,Cleared by Arrest,35.0471462,Bushtown,-85.26897,POINT (-85.26897 35.0471462),8
7800 E Brainerd Rd,Chattanooga,TN,37421,6/17/2019 21:55,TN0330100,C8,Charlie N,23C,Shoplifting,Part 1 Crimes,19-059114,3,Pending/Possible Leads,35.007837,,-85.15532,POINT (-85.15532 35.007837),4
400 Sequoia Dr,Chattanooga,TN,37411,6/17/2019 23:55,TN0330100,C2,Charlie S,220,Burglary/Breaking And Entering,Part 1 Crimes,19-059150,3,Pending/Possible Leads,35.023925,N Brainerd Sunshine,-85.229671,POINT (-85.229671 35.023925),5
600 Cherry St,Chattanooga,TN,37402,6/18/2019 7:02,TN0330100,A7,Adam S,13C,Intimidation,Part 1 Crimes,19-059258,3,Pending/Possible Leads,35.049293,,-85.308399,POINT (-85.308399 35.049293),7
3000 Broad St,Chattanooga,TN,37408,6/18/2019 10:00,TN0330100,A11,Adam S,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,19-059639,3,Pending/Possible Leads,35.02191,,-85.319518,POINT (-85.319518 35.02191),7
4700 58 Hwy,Chattanooga,TN,37416,6/18/2019 10:27,TN0330100,C5,Charlie N,23C,Shoplifting,Part 1 Crimes,19-059240,3,Pending/Possible Leads,35.086706,Lake Hills,-85.189136,POINT (-85.189136 35.086706),5
1500 Ryan St,Chattanooga,TN,37404,6/18/2019 10:42,TN0330100,B6,Baker S,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,19-059248,3,Pending/Possible Leads,35.019247,Ridgedale,-85.268009,POINT (-85.268009 35.019247),9
4600 Kemp Dr,Chattanooga,TN,37411,6/18/2019 11:20,TN0330100,C2,Charlie S,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,19-059268,3,Pending/Possible Leads,35.026932,,-85.228221,POINT (-85.228221 35.026932),5
1000 N Runyan Dr,Chattanooga,TN,37405,6/18/2019 11:25,TN0330100,A5,Adam N,26B,Fraud Credit Card/Automated Teller Machines,Part 1 Crimes,19-059247,3,Pending/Possible Leads,35.110187,,-85.312554,POINT (-85.312554 35.110187),1
4600 Redlands Dr,Chattanooga,TN,37416,6/18/2019 12:00,TN0330100,C5,Charlie N,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,19-063989,3,Pending/Possible Leads,35.076799,Lake Hills,-85.198878,POINT (-85.198878 35.076799),5
5300 Highway 153,Chattanooga,TN,37343,6/18/2019 12:30,TN0330100,A1,Adam N,23C,Shoplifting,Part 1 Crimes,19-059287,3,Pending/Possible Leads,35.135003,,-85.246527,POINT (-85.246527 35.135003),3
1900 Hamill Rd,Chattanooga,TN,37343,6/18/2019 13:00,TN0330100,A3,Adam N,23C,Shoplifting,Part 1 Crimes,19-059291,3,Pending/Possible Leads,35.123207,,-85.240389,POINT (-85.240389 35.123207),3
2100 Amnicola Hwy,Chattanooga,TN,37406,6/18/2019 13:18,TN0330100,B2,Baker N,23D,Theft From Buildings,Part 1 Crimes,19-059290,3,Pending/Possible Leads,35.066813,,-85.271115,POINT (-85.271115 35.066813),8
2100 Amnicola Hwy,Chattanooga,TN,37406,6/18/2019 13:18,TN0330100,B2,Baker N,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,19-059290,3,Pending/Possible Leads,35.066903,,-85.270619,POINT (-85.270619 35.066903),8
100 Northgate Mall Dr,Chattanooga,TN,37415,6/18/2019 13:44,TN0330100,A2,Adam N,26A,False Pretense/Swindle/Confidence Game,Part 1 Crimes,19-060054,3,Pending/Possible Leads,35.131743,,-85.239958,POINT (-85.239958 35.131743),3
200 Northgate Mall Dr,Chattanooga,TN,37415,6/18/2019 13:58,TN0330100,A2,Adam N,26A,False Pretense/Swindle/Confidence Game,Part 1 Crimes,19-059593,3,Pending/Possible Leads,35.129904,,-85.240095,POINT (-85.240095 35.129904),3
300 Northgate Mall Dr,Chattanooga,TN,37415,6/18/2019 14:10,TN0330100,A2,Adam N,26A,False Pretense/Swindle/Confidence Game,Part 1 Crimes,19-060048,3,Pending/Possible Leads,35.128439,,-85.239373,POINT (-85.239373 35.128439),3
4200 Rossville Blvd,Chattanooga,TN,37407,6/18/2019 14:25,TN0330100,B9,Baker S,23C,Shoplifting,Part 1 Crimes,19-059313,3,Pending/Possible Leads,34.993635,,-85.291956,POINT (-85.291956 34.993635),7
7700 Lee Hwy,Chattanooga,TN,37421,6/18/2019 14:48,TN0330100,C9,Charlie N,90J,Trespass Of Real Property,Part 2 Crimes,19-059326,2,Cleared by Arrest,35.060243,,-85.133403,POINT (-85.133403 35.060243),6
600 Belle Vista Ave,Chattanooga,TN,37411,6/18/2019 15:00,TN0330100,C2,Charlie S,23D,Theft From Buildings,Part 1 Crimes,19-116440,3,Pending/Possible Leads,35.032899,,-85.23826,POINT (-85.23826 35.032899),9
4100 Shallowford Rd,Chattanooga,TN,37411,6/18/2019 15:10,TN0330100,C2,Charlie S,23C,Shoplifting,Part 1 Crimes,19-059715,3,Pending/Possible Leads,35.041418,,-85.220429,POINT (-85.220429 35.041418),5
1700 Hickory Valley Rd,Chattanooga,TN,37421,6/18/2019 15:33,TN0330100,C4,Charlie S,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,19-060140,3,Pending/Possible Leads,35.028298,,-85.176619,POINT (-85.176619 35.028298),6
2600 Cannon Ave,Chattanooga,TN,37404,6/18/2019 18:00,TN0330100,B7,Baker S,23D,Theft From Buildings,Part 1 Crimes,19-059417,3,Pending/Possible Leads,35.020799,,-85.298818,POINT (-85.298818 35.020799),8
6500 Shallowford Rd,Chattanooga,TN,37421,6/18/2019 18:15,TN0330100,C6,Charlie N,23C,Shoplifting,Part 1 Crimes,19-059405,3,Pending/Possible Leads,35.049196,,-85.172572,POINT (-85.172572 35.049196),6
N Tuxedo Ave,Chattanooga,TN,37411,6/18/2019 18:18,TN0330100,C2,Charlie S,23D,Theft From Buildings,Part 1 Crimes,19-059400,3,Pending/Possible Leads,35.017302,21st Century,-85.236715,POINT (-85.236715 35.017302),5
3400 Plumwood Rd,Chattanooga,TN,37411,6/18/2019 18:30,TN0330100,C1,Charlie S,120,Robbery,Part 1 Crimes,19-059413,2,Cleared by Arrest,35.051727,,-85.241068,POINT (-85.241068 35.051727),5
1800 Chestnut St,Chattanooga,TN,37408,6/18/2019 20:40,TN0330100,A10,Adam S,23A,Pocket Picking,Part 1 Crimes,19-059653,3,Pending/Possible Leads,35.035763,,-85.315111,POINT (-85.315111 35.035763),7
2000 S Willow St,Chattanooga,TN,37404,6/18/2019 21:20,TN0330100,B6,Baker S,23C,Shoplifting,Part 1 Crimes,19-059454,2,Cleared by Arrest,35.019518,Oak Grove,-85.280519,POINT (-85.280519 35.019518),8
1600 Parkway Dr,Chattanooga,TN,37411,6/18/2019 23:30,TN0330100,C1,Charlie S,13C,Intimidation,Part 1 Crimes,19-059489,3,Pending/Possible Leads,35.046377,North Brainerd,-85.235926,POINT (-85.235926 35.046377),9
1600 Parkway Dr,Chattanooga,TN,37411,6/18/2019 23:30,TN0330100,C1,Charlie S,220,Burglary/Breaking And Entering,Part 1 Crimes,19-059489,3,Pending/Possible Leads,35.046742,North Brainerd,-85.235438,POINT (-85.235438 35.046742),9
1300 Mackey Branch Dr,Chattanooga,TN,37421,6/19/2019 0:00,TN0330100,C8,Charlie N,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,19-059733,3,Pending/Possible Leads,35.01269,,-85.156745,POINT (-85.156745 35.01269),4
800 W 44th St,Chattanooga,TN,37410,6/19/2019 8:30,TN0330100,A12,Adam S,220,Burglary/Breaking And Entering,Part 1 Crimes,19-059774,3,Pending/Possible Leads,35.00462,St. Elmo,-85.321657,POINT (-85.321657 35.00462),7
900 Sherry Cir,Chattanooga,TN,37343,6/19/2019 10:33,TN0330100,A3,Adam N,23D,Theft From Buildings,Part 1 Crimes,19-059586,3,Pending/Possible Leads,35.125936,,-85.268476,POINT (-85.268476 35.125936),2
300 E 10th St,Chattanooga,TN,37403,6/19/2019 11:00,TN0330100,A9,Adam S,26A,False Pretense/Swindle/Confidence Game,Part 1 Crimes,19-059648,3,Pending/Possible Leads,35.04213,,-85.305175,POINT (-85.305175 35.04213),8
4600 Highway 58,Chattanooga,TN,37416,6/19/2019 11:43,TN0330100,C5,Charlie N,250,Forgery/Counterfeiting,Part 1 Crimes,19-059613,3,Pending/Possible Leads,35.08589,,-85.19347,POINT (-85.19347 35.08589),3
7400 Commons Blvd,Chattanooga,TN,37421,6/19/2019 12:00,TN0330100,C7,Charlie N,23C,Shoplifting,Part 1 Crimes,19-059635,3,Pending/Possible Leads,35.036756,,-85.147217,POINT (-85.147217 35.036756),4
4800 Tomahawk Trl,Chattanooga,TN,37411,6/19/2019 13:14,TN0330100,C2,Charlie S,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,19-059638,3,Pending/Possible Leads,35.02557,Brainerd Park No,-85.222785,POINT (-85.222785 35.02557),5
3200 Rossville Blvd,Chattanooga,TN,37407,6/19/2019 13:51,TN0330100,B7,Baker S,23C,Shoplifting,Part 1 Crimes,19-059662,3,Pending/Possible Leads,35.005346,Clifton Hills,-85.293505,POINT (-85.293505 35.005346),7
1000 Givens Rd,Chattanooga,TN,37421,6/19/2019 14:13,TN0330100,C8,Charlie N,26A,False Pretense/Swindle/Confidence Game,Part 1 Crimes,19-059647,3,Pending/Possible Leads,34.998032,,-85.144142,POINT (-85.144142 34.998032),4
3400 Amnicola Hwy,Chattanooga,TN,37406,6/19/2019 14:15,TN0330100,B1,Baker N,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,19-059659,3,Pending/Possible Leads,35.082205,,-85.2626,POINT (-85.2626 35.082205),8
1000 W 37th St,Chattanooga,TN,37410,6/19/2019 15:00,TN0330100,A12,Adam S,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,19-059678,3,Pending/Possible Leads,35.009845,,-85.320982,POINT (-85.320982 35.009845),7
2100 Hamilton Plc Blvd,Chattanooga,TN,37421,6/19/2019 15:00,TN0330100,C7,Charlie N,23C,Shoplifting,Part 1 Crimes,19-059995,3,Pending/Possible Leads,35.067597,Riverview,-85.283041,POINT (-85.283041 35.067597),2
700 Broad St,Chattanooga,TN,37402,6/19/2019 15:35,TN0330100,A7,Adam S,250,Forgery/Counterfeiting,Part 1 Crimes,19-062801,3,Pending/Possible Leads,35.046851,,-85.31063,POINT (-85.31063 35.046851),7
4100 Shallowford Rd,Chattanooga,TN,37411,6/19/2019 15:54,TN0330100,C2,Charlie S,23C,Shoplifting,Part 1 Crimes,19-059708,3,Pending/Possible Leads,35.042862,,-85.220069,POINT (-85.220069 35.042862),5
6200 Perimeter Dr,Chattanooga,TN,37421,6/19/2019 15:59,TN0330100,C4,Charlie S,23C,Shoplifting,Part 1 Crimes,19-059694,2,Cleared by Arrest,35.028982,,-85.182388,POINT (-85.182388 35.028982),6
6900 Lee Hwy,Chattanooga,TN,37421,6/19/2019 16:01,TN0330100,C6,Charlie N,23C,Shoplifting,Part 1 Crimes,19-059697,2,Cleared by Arrest,35.044924,Shepherd,-85.163429,POINT (-85.163429 35.044924),6
500 Signal Mountain Rd,Chattanooga,TN,37405,6/19/2019 16:45,TN0330100,A5,Adam N,23C,Shoplifting,Part 1 Crimes,19-059724,3,Pending/Possible Leads,35.09419,,-85.331715,POINT (-85.331715 35.09419),1
400 Greenway View Dr,Chattanooga,TN,37411,6/19/2019 17:24,TN0330100,C3,Charlie S,23D,Theft From Buildings,Part 1 Crimes,19-060618,3,Pending/Possible Leads,35.008906,,-85.204762,POINT (-85.204762 35.008906),6
2100 E Main St,Chattanooga,TN,37404,6/19/2019 18:00,TN0330100,B6,Baker S,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,19-059760,2,Cleared by Arrest,35.023868,Oak Grove,-85.278011,POINT (-85.278011 35.023868),8
5400 School Dr,Chattanooga,TN,37343,6/19/2019 20:00,TN0330100,A1,Adam N,220,Burglary/Breaking And Entering,Part 1 Crimes,19-059939,3,Pending/Possible Leads,35.145113,,-85.235881,POINT (-85.235881 35.145113),3
Cameron Hill Cir,Chattanooga,TN,37402,6/19/2019 20:19,TN0330100,A6,Adam S,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,19-059749,3,Pending/Possible Leads,35.051001,,-85.318304,POINT (-85.318304 35.051001),7
3100 Broad St,Chattanooga,TN,37408,6/19/2019 20:33,TN0330100,A11,Adam S,23C,Shoplifting,Part 1 Crimes,19-059812,2,Cleared by Arrest,35.019914,,-85.320463,POINT (-85.320463 35.019914),7
700 Browns Ferry Rd,Chattanooga,TN,37419,6/19/2019 21:00,TN0330100,A13,Adam S,220,Burglary/Breaking And Entering,Part 1 Crimes,19-060063,3,Pending/Possible Leads,35.0184034,,-85.380492,POINT (-85.380492 35.0184034),1
6200 Perimeter Dr,Chattanooga,TN,37421,6/19/2019 21:55,TN0330100,C4,Charlie S,23D,Theft From Buildings,Part 1 Crimes,19-062917,3,Pending/Possible Leads,35.029596,,-85.182644,POINT (-85.182644 35.029596),6
2200 Hamilton Place Blvd,Chattanooga,TN,37421,6/19/2019 21:59,TN0330100,C7,Charlie N,23C,Shoplifting,Part 1 Crimes,19-059834,3,Pending/Possible Leads,35.041015,,-85.152975,POINT (-85.152975 35.041015),4
600 Ely Rd,Chattanooga,TN,37343,6/19/2019 22:17,TN0330100,A3,Adam N,220,Burglary/Breaking And Entering,Part 1 Crimes,19-059840,3,Pending/Possible Leads,35.121563,,-85.277345,POINT (-85.277345 35.121563),2
7200 Lee Hwy,Chattanooga,TN,37421,6/20/2019 0:00,TN0330100,C9,Charlie N,26A,False Pretense/Swindle/Confidence Game,Part 1 Crimes,19-060627,3,Pending/Possible Leads,35.0811216,,-85.262847,POINT (-85.262847 35.0811216),8
6100 Lee Hwy,Chattanooga,TN,37421,6/20/2019 0:00,TN0330100,C4,Charlie S,26B,Fraud Credit Card/Automated Teller Machines,Part 1 Crimes,19-080511,3,Pending/Possible Leads,35.030403,,-85.189821,POINT (-85.189821 35.030403),6
1200 E Main St,Chattanooga,TN,37408,6/20/2019 1:50,TN0330100,B5,Baker S,23C,Shoplifting,Part 1 Crimes,19-059897,3,Pending/Possible Leads,35.028532,Park Central,-85.288672,POINT (-85.288672 35.028532),8
900 Dallas Rd,Chattanooga,TN,37405,6/20/2019 3:27,TN0330100,A4,Adam N,23C,Shoplifting,Part 1 Crimes,19-059911,3,Pending/Possible Leads,35.072538,Northside/Cherokee,-85.304871,POINT (-85.304871 35.072538),2
1200 E Main St,Chattanooga,TN,37408,6/20/2019 5:25,TN0330100,B5,Baker S,23C,Shoplifting,Part 1 Crimes,19-059923,2,Cleared by Arrest,35.02908,Park Central,-85.289413,POINT (-85.289413 35.02908),8
900 Gorge View Ln,Chattanooga,TN,37405,6/20/2019 8:00,TN0330100,A5,Adam N,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,19-061892,3,Pending/Possible Leads,35.107653,,-85.314979,POINT (-85.314979 35.107653),1
8600 E Brainerd Rd,Chattanooga,TN,37421,6/20/2019 9:00,TN0330100,C8,Charlie N,23D,Theft From Buildings,Part 1 Crimes,19-075243,3,Pending/Possible Leads,34.998975,,-85.132382,POINT (-85.132382 34.998975),4
1400 Market St,Chattanooga,TN,37408,6/20/2019 9:30,TN0330100,A9,Adam S,23D,Theft From Buildings,Part 1 Crimes,19-060440,3,Pending/Possible Leads,35.039276,,-85.307436,POINT (-85.307436 35.039276),8
8200 Graham Rd,Chattanooga,TN,37421,6/20/2019 9:31,TN0330100,C8,Charlie N,220,Burglary/Breaking And Entering,Part 1 Crimes,19-059963,3,Pending/Possible Leads,35.014938,,-85.137558,POINT (-85.137558 35.014938),4
100 Asbury Oak Ln,Chattanooga,TN,37419,6/20/2019 11:08,TN0330100,A13,Adam S,23D,Theft From Buildings,Part 1 Crimes,19-059997,3,Pending/Possible Leads,35.022728,,-85.394528,POINT (-85.394528 35.022728),1
2600 E 16th St,Chattanooga,TN,37404,6/20/2019 12:00,TN0330100,B6,Baker S,220,Burglary/Breaking And Entering,Part 1 Crimes,19-060021,3,Pending/Possible Leads,35.021119,Ridgedale,-85.268887,POINT (-85.268887 35.021119),9
6600 Lee Hwy,Chattanooga,TN,37421,6/20/2019 12:00,TN0330100,C6,Charlie N,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,19-060025,3,Pending/Possible Leads,35.036456,,-85.175766,POINT (-85.175766 35.036456),6
7400 Commons Blvd,Chattanooga,TN,37421,6/20/2019 13:10,TN0330100,C7,Charlie N,250,Forgery/Counterfeiting,Part 1 Crimes,19-059998,3,Pending/Possible Leads,35.034186,,-85.147409,POINT (-85.147409 35.034186),4
500 Kilmer St,Chattanooga,TN,37404,6/20/2019 15:22,TN0330100,B4,Baker N,220,Burglary/Breaking And Entering,Part 1 Crimes,19-060081,3,Pending/Possible Leads,35.040131,Glenwood,-85.261749,POINT (-85.261749 35.040131),9
2100 Hamilton Place Blvd,Chattanooga,TN,37421,6/20/2019 15:30,TN0330100,C7,Charlie N,23C,Shoplifting,Part 1 Crimes,19-060091,2,Cleared by Arrest,35.035378,,-85.159137,POINT (-85.159137 35.035378),4
2300 E 23rd St,Chattanooga,TN,37407,6/20/2019 15:35,TN0330100,B6,Baker S,23C,Shoplifting,Part 1 Crimes,19-060102,3,Pending/Possible Leads,35.018114,Oak Grove,-85.277069,POINT (-85.277069 35.018114),9
